nr poc;z;odj.;do;przyj.;typ taboru;ilość;termin kursowania
10691;SIEDLCE;06:32;CZEREMCHA;07:55;SA222;1;29 I-5 II
93322/3;SIEDLCE;06:33;GRODZISK MAZOWIECKI;09:05;EN57ALwKM;2;29 I-5 II
10673;SIEDLCE;06:48;ŁUKÓW;07:17;EN57ALwKM;1;29 I-5 II (D)
91854/5;SIEDLCE;07:51;WARSZAWA ZACHODNIA;09:33;EW60, EN57AKMw1;1, 1;3-4 II
93324/5;SIEDLCE;07:51;GRODZISK MAZOWIECKI;10:03;EN57AKMw1;2;29 I-5 II (D)
10675;SIEDLCE;07:55;ŁUKÓW;08:24;EN57ALwKM;2;29 I,5 II
10675;SIEDLCE;07:55;ŁUKÓW;08:24;EN57ALwKM;1;30 I-2 II
10150/1;SIEDLCE;08:21;WARSZAWA CENTRALNA;09:24;EN76;2;29 I-5 II (D)
91856/7;SIEDLCE;08:39;WARSZAWA ZACHODNIA;10:33;EN57AKMw1;3;3 II
91856/7;SIEDLCE;08:39;WARSZAWA ZACHODNIA;10:33;EN57AKMw1;2;4 II
93326/7;SIEDLCE;08:39;GRODZISK MAZOWIECKI;11:06;EN57ALwKM;2;29 I-5 II (D)
10675;SIEDLCE;09:48;ŁUKÓW;10:17;EN57ALwKM;1;3-4 II
91858/9;SIEDLCE;09:51;WARSZAWA ZACHODNIA;11:33;45WEkm;2;3-4 II
93328/9;SIEDLCE;09:51;GRODZISK MAZOWIECKI;12:03;45WEkm;2;29 I-5 II (D)
10677;SIEDLCE;10:48;ŁUKÓW;11:16;EN57ALwKM;1;29 I-5 II (D)
10677;SIEDLCE;10:48;ŁUKÓW;11:17;EU47, P, B, Bs;1, 1, 4, 1;3 II
10677;SIEDLCE;10:48;ŁUKÓW;11:17;EU47, P, B, Bs;1, 1, 4, 1;4 II
93330/1;SIEDLCE;10:53;GRODZISK MAZOWIECKI;13:03;EN57ALwKM;2;3-4 II
93330/1;SIEDLCE;10:53;GRODZISK MAZOWIECKI;13:03;45WEkm;2;29 I-5 II (D)
93332/3;SIEDLCE;11:51;GRODZISK MAZOWIECKI;14:03;EN57AKMw1;2;3 II
93332/3;SIEDLCE;11:51;GRODZISK MAZOWIECKI;14:03;EN57AKMw1;3;4 II
93380/1;SIEDLCE;11:51;ŻYRARDÓW;14:17;EN57AKMw1;2;29 I-5 II (D)
93334/5;SIEDLCE;12:53;GRODZISK MAZOWIECKI;15:03;EN57ALwKM;2;3-4 II
93950/1;SIEDLCE;12:53;SKIERNIEWICE;15:36;45WEkm;2;29 I-5 II (D)
10679;SIEDLCE;13:50;ŁUKÓW;14:19;EN57ALwKM;1;30 I-2 II
10679;SIEDLCE;13:50;ŁUKÓW;14:19;EN57ALwKM;2;29 I,5 II
93952/3;SIEDLCE;13:53;SKIERNIEWICE;16:36;EN57ALwKM;2;29 I-5 II
10679;SIEDLCE;14:06;ŁUKÓW;14:35;EN57ALwKM;1;3-4 II
10681;SIEDLCE;14:48;ŁUKÓW;15:17;EN57ALwKM;1;29 I-5 II (D)
93382/3;SIEDLCE;14:53;ŻYRARDÓW;17:17;ER75;2;3-4 II
93382/3;SIEDLCE;14:53;ŻYRARDÓW;17:17;EN57AKMw1;2;29 I-5 II (D)
93384/5;SIEDLCE;15:38;ŻYRARDÓW;18:18;EN57ALwKM;2;29 I-5 II (D)
93384/5;SIEDLCE;15:38;ŻYRARDÓW;18:18;45WEkm;2;3-4 II
10683;SIEDLCE;15:57;ŁUKÓW;16:26;EU47, P, B, Bs;1, 1, 4, 1;4 II
10685;SIEDLCE;15:57;ŁUKÓW;16:26;EU47, P, B, Bs;1, 1, 4, 1;3 II
10685;SIEDLCE;15:57;ŁUKÓW;16:26;EN57ALwKM;1;30 I-2 II
10685;SIEDLCE;15:57;ŁUKÓW;16:26;EN57ALwKM;2;29 I,5 II
10693;SIEDLCE;16:00;CZEREMCHA;17:23;SA222;1;29 I-5 II
10152;SIEDLCE;16:28;WARSZAWA WSCHODNIA;17:14;EN76;2;29 I-5 II (D)
93386/7;SIEDLCE;16:50;ŻYRARDÓW;19:16;EN57ALwKM;2;3-4 II
93386/7;SIEDLCE;16:50;ŻYRARDÓW;19:16;45WEkm;2;29 I-5 II (D)
10687;SIEDLCE;16:56;ŁUKÓW;17:25;EN57ALwKM;1;29 I-5 II
93388/9;SIEDLCE;17:39;ŻYRARDÓW;20:25;EN57AKMw1;3;4 II
93388/9;SIEDLCE;17:39;ŻYRARDÓW;20:25;EN57AKMw1;2;29 I-3 II,5 II
10154;SIEDLCE;18:26;WARSZAWA WSCHODNIA;19:13;EU47, P, B, Bs;1, 1, 4, 1;29 I-5 II (D)
93336/7;SIEDLCE;18:51;GRODZISK MAZOWIECKI;21:03;EN57AKMw1;2;29 I-5 II
10156/7;SIEDLCE;19:30;WARSZAWA WSCHODNIA;20:15;EN76;2;29 I-5 II (D)
10689;SIEDLCE;19:47;ŁUKÓW;20:15;EN57ALwKM;2;29 I,5 II
10689;SIEDLCE;19:47;ŁUKÓW;20:15;EN57ALwKM;1;30 I-2 II
10695;SIEDLCE;19:47;CZEREMCHA;21:09;SA222;1;29 I-5 II
91860;SIEDLCE;19:51;WARSZAWA ZACHODNIA;21:33;EN57ALwKM;2;3-4 II
93338/9;SIEDLCE;19:51;GRODZISK MAZOWIECKI;22:04;45WEkm;2;29 I-5 II (D)
91862/3;SIEDLCE;20:40;WARSZAWA ZACHODNIA;22:21;EW60, EN57AKMw1;1, 1;3-4 II
93340/1;SIEDLCE;20:51;GRODZISK MAZOWIECKI;23:04;EN57ALwKM;2;29 I-5 II (D)
91864;SIEDLCE;21:57;WARSZAWA CENTRALNA;23:26;ER75;2;29 I-3 II,5 II
91864;SIEDLCE;21:57;WARSZAWA CENTRALNA;23:26;EN57AKMw1;2;4 II
11200;SIEDLCE;22:51;WARSZAWA WSCHODNIA;00:15;EN57ALwKM;1;29 I-5 II
95852;SIERPC;03:33;NASIELSK;05:18;SA135;1;29 I-5 II (D)
51160;SIERPC;03:33;NOWY DWÓR MAZOWIECKI;05:34;SA135;1;3-4 II
51360;SIERPC;04:25;PŁOCK;05:00;SA135;1;29 I-5 II (D)
51162;SIERPC;05:00;NOWY DWÓR MAZOWIECKI;07:07;SA135;1;29 I-5 II (D)
51340;SIERPC;05:15;KUTNO;07:09;SA135;1;29 I-5 II (D)
51342;SIERPC;06:27;KUTNO;08:05;SA135;1;29 I-5 II
51164;SIERPC;07:53;NOWY DWÓR MAZOWIECKI;09:56;SA135;1;29 I-5 II
51344;SIERPC;09:10;KUTNO;10:36;SA135;1;29 I-5 II
51346;SIERPC;10:40;KUTNO;12:06;SA135;1;29 I-5 II
51140/1;SIERPC;10:43;TŁUSZCZ;13:41;SA135;1;29 I-5 II
51348;SIERPC;12:00;KUTNO;13:37;SA135;1;29 I-5 II
59840;SIERPC;13:50;RACIĄŻ;14:29;SA135;1;29 I-5 II (D)
51350;SIERPC;13:53;KUTNO;15:32;SA135;1;29 I-5 II
95854;SIERPC;15:31;NASIELSK;17:16;SA135;1;29 I-5 II
51362;SIERPC;15:35;PŁOCK;16:09;SA135;1;3-4 II
51352;SIERPC;15:35;KUTNO;17:15;SA135;1;29 I-5 II (D)
51354;SIERPC;17:18;KUTNO;18:52;SA135;1;29 I-5 II
51142/3;SIERPC;17:57;TŁUSZCZ;21:19;SA135;1;29 I-5 II
51356;SIERPC;19:42;KUTNO;21:11;SA135;1;29 I-5 II
29400;SKARŻYSKO-KAMIENNA;03:33;RADOM GŁÓWNY;04:12;EN57ALwKM;1;4 II
21120/1;SKARŻYSKO-KAMIENNA;04:21;WARSZAWA GDAŃSKA;06:28;EU47, B, Bs;3, 1, 1;3 II
25120/1;SKARŻYSKO-KAMIENNA;04:21;CIECHANÓW;07:53;EU47, B, Bs;3, 1, 1;29 I-5 II (D)
21122/3;SKARŻYSKO-KAMIENNA;05:08;WARSZAWA WSCHODNIA;07:22;111Eb, P, Ps;1, 4, 1;29 I-3 II,5 II
29426;SKARŻYSKO-KAMIENNA;05:24;RADOM GŁÓWNY;06:03;EN57ALwKM;1;4 II
29402;SKARŻYSKO-KAMIENNA;06:24;RADOM GŁÓWNY;07:03;EN57ALwKM;1;29 I-5 II
29404;SKARŻYSKO-KAMIENNA;07:32;RADOM GŁÓWNY;08:11;EN57ALwKM;1;29 I-5 II
29406;SKARŻYSKO-KAMIENNA;09:16;RADOM GŁÓWNY;09:55;EN57ALwKM;1;29 I-5 II
29408;SKARŻYSKO-KAMIENNA;11:42;RADOM GŁÓWNY;12:21;EN57ALwKM;1;29 I-5 II
29410;SKARŻYSKO-KAMIENNA;13:28;RADOM GŁÓWNY;14:07;EN57ALwKM;1;29 I-5 II
29412;SKARŻYSKO-KAMIENNA;14:29;RADOM GŁÓWNY;15:08;EN57ALwKM;1;29 I-5 II
29414;SKARŻYSKO-KAMIENNA;15:37;RADOM GŁÓWNY;16:16;EN57ALwKM;1;29 I-5 II
29416;SKARŻYSKO-KAMIENNA;16:44;RADOM GŁÓWNY;17:23;EN57ALwKM;1;29 I-5 II (D)
29418;SKARŻYSKO-KAMIENNA;17:38;RADOM GŁÓWNY;18:17;EN57ALwKM;1;29 I-5 II
29420;SKARŻYSKO-KAMIENNA;19:32;RADOM GŁÓWNY;20:11;111Eb, P, Ps;1, 4, 1;29 I-5 II (B)
29420;SKARŻYSKO-KAMIENNA;19:32;RADOM GŁÓWNY;20:11;EN57ALwKM;1;3 II
29422;SKARŻYSKO-KAMIENNA;20:51;RADOM GŁÓWNY;21:30;EN57ALwKM;1;29 I-5 II (D)
29424;SKARŻYSKO-KAMIENNA;22:05;RADOM GŁÓWNY;22:44;EN57ALwKM;1;29 I-5 II
91950/1;SKIERNIEWICE;03:32;WARSZAWA WSCHODNIA;04:54;ER160;2;29 I-5 II
93850/1;SKIERNIEWICE;05:00;SIEDLCE;07:47;EN57ALwKM;2;29 I-5 II (D)
93850/1;SKIERNIEWICE;05:00;SIEDLCE;07:47;EN57AKMw1;3;3 II
93850/1;SKIERNIEWICE;05:00;SIEDLCE;07:47;EN57AKMw1;2;4 II
93160/1;SKIERNIEWICE;05:15;SIEDLCE;07:18;EN76;2;29 I-5 II (D)
93852/3;SKIERNIEWICE;05:52;SIEDLCE;08:46;45WEkm;2;29 I-5 II
91150/1;SKIERNIEWICE;06:10;WARSZAWA GŁÓWNA;07:06;EU47, B, Bs;1, 4, 1;29 I-3 II,5 II
93800/1;SKIERNIEWICE;06:23;MIŃSK MAZOWIECKI;08:23;ER160;2;29 I-5 II (D)
93854/5;SKIERNIEWICE;06:50;SIEDLCE;09:43;45WEkm;2;29 I-5 II (D)
93854/5;SKIERNIEWICE;06:56;SIEDLCE;09:43;EN57ALwKM;2;3-4 II
93802/3;SKIERNIEWICE;07:19;MIŃSK MAZOWIECKI;09:22;ER160;2;29 I-5 II
91952/3;SKIERNIEWICE;08:23;WARSZAWA WSCHODNIA;09:42;ER160;2;3-4 II
93804/5;SKIERNIEWICE;08:23;MIŃSK MAZOWIECKI;10:25;ER160;2;29 I-5 II (D)
91955/4;SKIERNIEWICE;09:23;WARSZAWA WSCHODNIA;10:42;ER160;2;3-4 II
93807/6;SKIERNIEWICE;09:23;MIŃSK MAZOWIECKI;11:23;ER160;2;29 I-5 II (D)
91956/7;SKIERNIEWICE;10:16;WARSZAWA WSCHODNIA;11:42;ER160;2;3-4 II
93808/9;SKIERNIEWICE;10:16;MIŃSK MAZOWIECKI;12:26;ER160;2;29 I-5 II (D)
91959/8;SKIERNIEWICE;11:22;WARSZAWA WSCHODNIA;12:42;ER160;2;3-4 II
93811/0;SKIERNIEWICE;11:22;MIŃSK MAZOWIECKI;13:23;ER160;2;29 I-5 II (D)
91960/1;SKIERNIEWICE;12:17;WARSZAWA WSCHODNIA;13:42;ER160;2;3-4 II
93812/3;SKIERNIEWICE;12:17;MIŃSK MAZOWIECKI;14:23;ER160;2;29 I-5 II (D)
93814/5;SKIERNIEWICE;13:21;MIŃSK MAZOWIECKI;15:28;ER160;2;29 I-5 II
93816/7;SKIERNIEWICE;14:25;MIŃSK MAZOWIECKI;16:37;ER160;2;29 I-5 II
93818/9;SKIERNIEWICE;15:26;MIŃSK MAZOWIECKI;17:25;ER160;2;29 I-5 II
93856/7;SKIERNIEWICE;15:57;SIEDLCE;18:52;45WEkm;2;29 I-5 II (D)
91962/3;SKIERNIEWICE;16:20;WARSZAWA WSCHODNIA;17:42;ER160;2;3-4 II
93820/1;SKIERNIEWICE;16:20;MIŃSK MAZOWIECKI;18:31;ER160;2;29 I-5 II (D)
93858/9;SKIERNIEWICE;16:57;SIEDLCE;19:42;EN57ALwKM;2;29 I-5 II (D)
93823/2;SKIERNIEWICE;17:16;MIŃSK MAZOWIECKI;19:23;ER160;2;29 I-5 II (D)
91965/4;SKIERNIEWICE;17:21;WARSZAWA WSCHODNIA;18:42;EN57ALwKM;2;3-4 II
91152;SKIERNIEWICE;18:14;WARSZAWA GŁÓWNA;18:58;EU47, B, Bs;1, 4, 1;29 I-5 II (D)
91966/7;SKIERNIEWICE;18:19;WARSZAWA WSCHODNIA;19:42;ER160;2;3-4 II
93824/5;SKIERNIEWICE;18:19;MIŃSK MAZOWIECKI;20:24;ER160;2;29 I-5 II (D)
91968/9;SKIERNIEWICE;19:23;WARSZAWA WSCHODNIA;20:42;ER160;2;3-4 II
93826/7;SKIERNIEWICE;19:23;MIŃSK MAZOWIECKI;21:23;ER160;2;29 I-5 II (D)
91970/1;SKIERNIEWICE;20:25;WARSZAWA WSCHODNIA;21:54;ER160;2;3-4 II
93828/9;SKIERNIEWICE;20:25;MIŃSK MAZOWIECKI;22:35;ER160;2;29 I-5 II (D)
91972/3;SKIERNIEWICE;21:21;WARSZAWA WSCHODNIA;22:42;ER160;2;3 II
93830/1;SKIERNIEWICE;21:21;MIŃSK MAZOWIECKI;23:23;ER160;2;29 I-5 II (B)
91974/5;SKIERNIEWICE;22:44;WARSZAWA WSCHODNIA;00:11;ER160;2;29 I-5 II
21716/7;SOBOLEW;05:27;SOCHACZEW;08:00;EN57AKMw1;2;29 I-5 II (D)
21700;SOBOLEW;05:43;WARSZAWA WSCHODNIA;07:08;EN57AKMw1;2;3-4 II
12440/1;SOCHACZEW;04:36;DĘBLIN;07:30;EN57AKMw1;2;29 I-5 II (D)
19431;SOCHACZEW;05:00;ŁOWICZ GŁÓWNY;05:25;ER160;2;29 I-5 II (D)
91440/1;SOCHACZEW;05:04;WARSZAWA WSCHODNIA;06:06;EN57AKMw1;2;29 I-5 II (D)
91442/3;SOCHACZEW;05:22;WARSZAWA WSCHODNIA;07:04;ER160;2;29 I-5 II (D)
12442/3;SOCHACZEW;05:48;DĘBLIN;08:39;EN57AKMw1;2;29 I-5 II (D)
91444/5;SOCHACZEW;06:26;WARSZAWA WSCHODNIA;07:46;EN57AKMw1;2;3-4 II
12444/5;SOCHACZEW;06:45;DĘBLIN;09:40;EN57AKMw1;2;29 I-5 II (D)
91446/7;SOCHACZEW;07:02;WARSZAWA WSCHODNIA;08:05;EN57AKMw1;2;29 I-5 II (D)
91448/9;SOCHACZEW;07:53;WARSZAWA WSCHODNIA;09:06;EN57ALwKM;2;29 I-5 II (D)
12446/7;SOCHACZEW;08:46;DĘBLIN;11:40;EN57AKMw1;2;29 I-5 II (D)
91450/1;SOCHACZEW;09:17;WARSZAWA WSCHODNIA;10:21;ER160;2;3-4 II
91450/1;SOCHACZEW;09:17;OTWOCK;10:57;EN57AKMw1;2;29 I-5 II (D)
91452/3;SOCHACZEW;11:16;WARSZAWA WSCHODNIA;12:17;EN57AKMw1;2;3-4 II
91452/3;SOCHACZEW;11:16;OTWOCK;12:55;EN57AKMw1;2;29 I-5 II (D)
91454/5;SOCHACZEW;13:16;WARSZAWA WSCHODNIA;14:17;ER160;2;3-4 II
91454/5;SOCHACZEW;13:16;CELESTYNÓW;15:05;ER160;2;29 I-5 II (D)
12476/7;SOCHACZEW;14:33;DĘBLIN;17:32;EN57AKMw1;2;29 I-5 II (D)
91456/7;SOCHACZEW;15:19;WARSZAWA WSCHODNIA;16:21;ER160;2;3-4 II
91456/7;SOCHACZEW;15:19;PILAWA;17:23;EN57AKMw1;2;29 I-5 II (D)
91458/9;SOCHACZEW;17:04;WARSZAWA WSCHODNIA;18:21;EN57AKMw1;2;3-4 II
91460/1;SOCHACZEW;19:16;WARSZAWA WSCHODNIA;20:21;EN57ALwKM;2;29 I-5 II (D)
91460/1;SOCHACZEW;19:16;WARSZAWA WSCHODNIA;20:21;EN57AKMw1;2;3-4 II
91462/3;SOCHACZEW;21:05;WARSZAWA WSCHODNIA;22:06;ER160;2;3-4 II
11740;TŁUSZCZ;03:51;WARSZAWA WILEŃSKA;04:30;EN57ALwKM;3;29 I-5 II (D)
11740;TŁUSZCZ;03:51;WARSZAWA WILEŃSKA;04:30;EN57ALwKM;2;3-4 II
19621;TŁUSZCZ;04:26;WYSZKÓW;04:48;EN57ALwKM;2;29 I-5 II (D)
91700;TŁUSZCZ;04:26;WARSZAWA WSCHODNIA;05:13;EN57ALwKM;2;29 I-5 II (D)
11742;TŁUSZCZ;04:36;WARSZAWA WILEŃSKA;05:15;ER160;2;29 I-5 II (D)
11744;TŁUSZCZ;04:51;WARSZAWA WILEŃSKA;05:30;EN57ALwKM;3;4 II
11744;TŁUSZCZ;04:51;WARSZAWA WILEŃSKA;05:30;EN57ALwKM;2;3 II
11746;TŁUSZCZ;05:06;WARSZAWA WILEŃSKA;05:45;EN57ALwKM;2;29 I-5 II (D)
91702;TŁUSZCZ;05:15;WARSZAWA WSCHODNIA;06:02;ER160;2;29 I-5 II
11748;TŁUSZCZ;05:31;WARSZAWA WILEŃSKA;06:10;ER160;2;29 I-5 II (D)
11750;TŁUSZCZ;05:52;WARSZAWA WILEŃSKA;06:30;ER160;2;29 I-5 II (D)
91704;TŁUSZCZ;06:06;WARSZAWA WSCHODNIA;06:51;ER160;1;29 I-5 II (D)
91704;TŁUSZCZ;06:06;WARSZAWA WSCHODNIA;06:51;EN57ALwKM;2;3-4 II
11752;TŁUSZCZ;06:11;WARSZAWA WILEŃSKA;06:50;ER160;2;29 I-5 II (D)
91579;TŁUSZCZ;06:12;OSTROŁĘKA;07:30;EN57ALwKM;1;29 I-5 II (D)
11754;TŁUSZCZ;06:43;WARSZAWA WILEŃSKA;07:20;ER160;2;29 I-5 II (D)
91581;TŁUSZCZ;06:46;OSTROŁĘKA;08:26;EN57wKM;1;29 I-5 II (D)
11756;TŁUSZCZ;06:51;WARSZAWA WILEŃSKA;07:30;ER160;2;3-4 II
91581;TŁUSZCZ;07:02;OSTROŁĘKA;08:26;EN57wKM;1;3-4 II
11758;TŁUSZCZ;07:03;WARSZAWA WILEŃSKA;07:42;ER160;2;29 I-5 II (D)
11760;TŁUSZCZ;07:41;WARSZAWA WILEŃSKA;08:20;EN57ALwKM;2;29 I-5 II (D)
11762;TŁUSZCZ;07:51;WARSZAWA WILEŃSKA;08:30;EN57ALwKM;2;4 II
11762;TŁUSZCZ;07:51;WARSZAWA WILEŃSKA;08:30;EN57ALwKM;3;3 II
11764;TŁUSZCZ;08:12;WARSZAWA WILEŃSKA;08:50;ER160;2;29 I-5 II (D)
91583;TŁUSZCZ;08:19;OSTROŁĘKA;09:35;SN83;1;29 I-5 II (D)
11766;TŁUSZCZ;08:51;WARSZAWA WILEŃSKA;09:30;ER160;2;3-4 II
11766;TŁUSZCZ;08:51;WARSZAWA WILEŃSKA;09:30;EN57ALwKM;2;29 I-5 II (D)
91585;TŁUSZCZ;09:50;OSTROŁĘKA;11:18;EN57wKM;1;29 I-5 II (D)
11768;TŁUSZCZ;09:51;WARSZAWA WILEŃSKA;10:30;ER160;2;3-4 II
11768;TŁUSZCZ;09:51;WARSZAWA WILEŃSKA;10:30;EN57ALwKM;3;29 I-5 II (D)
91585;TŁUSZCZ;09:57;OSTROŁĘKA;11:18;SN83;1;3-4 II
11142;TŁUSZCZ;10:40;WARSZAWA WSCHODNIA;11:21;SA222;1;29 I-5 II
11770;TŁUSZCZ;10:51;WARSZAWA WILEŃSKA;11:30;ER160;2;29 I-5 II (D)
11770;TŁUSZCZ;10:51;WARSZAWA WILEŃSKA;11:30;EN57ALwKM;2;3-4 II
11772;TŁUSZCZ;11:51;WARSZAWA WILEŃSKA;12:30;ER160;2;3-4 II
11772;TŁUSZCZ;11:51;WARSZAWA WILEŃSKA;12:30;EN57ALwKM;2;29 I-5 II (D)
91587;TŁUSZCZ;12:16;OSTROŁĘKA;13:32;EN76;1;3-4 II
91587;TŁUSZCZ;12:16;OSTROŁĘKA;13:32;EN57wKM;1;29 I-5 II (D)
11774;TŁUSZCZ;12:51;WARSZAWA WILEŃSKA;13:30;ER160;2;3-4 II
11774;TŁUSZCZ;12:51;WARSZAWA WILEŃSKA;13:30;EN57ALwKM;2;29 I-5 II (D)
91706;TŁUSZCZ;13:44;WARSZAWA WSCHODNIA;14:32;ER160;2;3-4 II
91706;TŁUSZCZ;13:44;WARSZAWA WSCHODNIA;14:32;EN57ALwKM;2;29 I-5 II (D)
15140/1;TŁUSZCZ;13:47;SIERPC;16:50;SA135;1;29 I-5 II
11776;TŁUSZCZ;13:52;WARSZAWA WILEŃSKA;14:30;ER160;2;29 I-5 II (D)
11776;TŁUSZCZ;13:52;WARSZAWA WILEŃSKA;14:30;EN57ALwKM;3;3 II
11776;TŁUSZCZ;13:52;WARSZAWA WILEŃSKA;14:30;EN57ALwKM;2;4 II
91589;TŁUSZCZ;14:20;OSTROŁĘKA;15:37;EN57ALwKM;2;3-4 II
91589;TŁUSZCZ;14:20;OSTROŁĘKA;15:37;EN57wKM;1;29 I-5 II (D)
11778;TŁUSZCZ;14:31;WARSZAWA WILEŃSKA;15:10;ER160;2;29 I-5 II (D)
11780;TŁUSZCZ;14:51;WARSZAWA WILEŃSKA;15:30;ER160;2;3-4 II
11782;TŁUSZCZ;15:01;WARSZAWA WILEŃSKA;15:40;ER160;2;29 I-5 II (D)
91591;TŁUSZCZ;15:24;OSTROŁĘKA;16:46;SA222;1;4 II
91591;TŁUSZCZ;15:24;OSTROŁĘKA;16:46;SN82;1;29 I-5 II (D)
91591;TŁUSZCZ;15:24;OSTROŁĘKA;16:46;EN57wKM;1;3 II
11784;TŁUSZCZ;15:32;WARSZAWA WILEŃSKA;16:09;EN57ALwKM;3;29 I-5 II (D)
11786;TŁUSZCZ;15:56;WARSZAWA WILEŃSKA;16:33;ER160;2;3-4 II
11786;TŁUSZCZ;15:59;WARSZAWA WILEŃSKA;16:37;ER160;2;29 I-5 II (D)
91593;TŁUSZCZ;16:18;OSTROŁĘKA;17:38;EN57wKM;1;29 I-5 II (D)
11788;TŁUSZCZ;16:41;WARSZAWA WILEŃSKA;17:20;ER160;2;29 I-5 II (D)
11790;TŁUSZCZ;16:51;WARSZAWA WILEŃSKA;17:30;ER160;2;29 I-5 II (D)
11790;TŁUSZCZ;16:51;WARSZAWA WILEŃSKA;17:30;EN57ALwKM;2;4 II
11790;TŁUSZCZ;16:51;WARSZAWA WILEŃSKA;17:30;EN57ALwKM;3;3 II
11792;TŁUSZCZ;17:11;WARSZAWA WILEŃSKA;17:50;EN57ALwKM;2;29 I-5 II (D)
91708;TŁUSZCZ;18:14;WARSZAWA WSCHODNIA;19:01;ER160;2;29 I-5 II (D)
91708/9;TŁUSZCZ;18:14;WARSZAWA WSCHODNIA;19:01;EN57ALwKM;2;3-4 II
11794;TŁUSZCZ;18:51;WARSZAWA WILEŃSKA;19:30;ER160;2;3-4 II
91595;TŁUSZCZ;19:29;OSTROŁĘKA;20:52;EN57wKM;1;29 I-5 II
91710/1;TŁUSZCZ;19:40;WARSZAWA WSCHODNIA;20:24;EN57AKMw1;2;4 II
11796;TŁUSZCZ;19:51;WARSZAWA WILEŃSKA;20:30;ER160;2;3-4 II
11796;TŁUSZCZ;19:51;WARSZAWA WILEŃSKA;20:30;EN57ALwKM;2;29 I-5 II (D)
15142/3;TŁUSZCZ;20:02;SIERPC;23:08;SA135;1;29 I-5 II
91597;TŁUSZCZ;20:17;OSTROŁĘKA;21:35;SN82;1;3-4 II
91597;TŁUSZCZ;20:17;OSTROŁĘKA;21:35;EN57wKM;1;29 I-5 II (D)
11798;TŁUSZCZ;22:21;WARSZAWA WILEŃSKA;23:00;EN57ALwKM;2;29 I-5 II
91599;TŁUSZCZ;22:28;OSTROŁĘKA;23:44;EN57ALwKM;2;29 I-5 II (D)
91599;TŁUSZCZ;22:28;OSTROŁĘKA;23:44;EN57wKM;1;3-4 II
29431;WARKA;04:21;RADOM GŁÓWNY;05:04;EN57AKMw1;2;29 I-5 II
21600/1;WARKA;05:42;WARSZAWA GDAŃSKA;06:51;EN57AKMw1;2;29 I-3 II,5 II
21602/3;WARKA;06:24;WARSZAWA GDAŃSKA;07:36;EN57AKMw1;2;29 I-3 II,5 II
21604/5;WARKA;07:47;WARSZAWA GDAŃSKA;08:54;EN57AKMw1;2;29 I-5 II (D)
97150/1;WARSZAWA CENTRALNA;03:00;MODLIN;03:45;ER160;1;3-4 II
97150/1;WARSZAWA CENTRALNA;03:00;MODLIN;03:45;EN76;2;29 I-5 II (D)
19600/1;WARSZAWA CENTRALNA;03:05;NASIELSK;04:30;ER160;2;29 I-5 II (D)
97152/3;WARSZAWA CENTRALNA;04:04;MODLIN;04:50;ER160;1;3-4 II
97152/3;WARSZAWA CENTRALNA;04:04;MODLIN;04:50;EN76;2;29 I-5 II (D)
19122/3;WARSZAWA CENTRALNA;08:53;PŁOCK;11:11;EU47, B, Bs;1, 4, 1;4 II
19122/3;WARSZAWA CENTRALNA;08:53;PŁOCK;11:11;EU47, B, P, Bs;2, 1, 1, 2;3 II
10164/5;WARSZAWA CENTRALNA;14:26;SIEDLCE;15:42;EN76;2;29 I-5 II (D)
10166/7;WARSZAWA CENTRALNA;15:01;SIEDLCE;16:50;EU47, P, B, Bs;1, 1, 4, 1;29 I-5 II (D)
19571;WARSZAWA CENTRALNA;23:33;PILAWA;00:46;45WEkm;2;29 I-5 II
11225;WARSZAWA CENTRALNA;00:12;SIEDLCE;01:44;ER75;2;29 I-3 II,5 II
11225;WARSZAWA CENTRALNA;00:12;SIEDLCE;01:44;EN57AKMw1;2;4 II
19800/1;WARSZAWA CENTRALNA;00:55;MIŃSK MAZOWIECKI;02:01;ER160;2;2-3 II
19800/1;WARSZAWA CENTRALNA;00:55;MIŃSK MAZOWIECKI;02:01;EN57ALwKM;1;29 I-1 II,4-5 II
19902/3;WARSZAWA GDAŃSKA;04:02;GÓRA KALWARIA;05:07;ER160;2;29 I-5 II (D)
12610/1;WARSZAWA GDAŃSKA;04:26;RADOM GŁÓWNY;06:27;EN57ALwKM;2;29 I,5 II
12610/1;WARSZAWA GDAŃSKA;04:26;RADOM GŁÓWNY;06:27;EN57AKMw1;2;4 II
12610/1;WARSZAWA GDAŃSKA;04:35;RADOM GŁÓWNY;06:27;EN57ALwKM;2;30 I-2 II
12610/1;WARSZAWA GDAŃSKA;04:35;RADOM GŁÓWNY;06:27;EN57AKMw1;2;3 II
12600/1;WARSZAWA GDAŃSKA;04:48;WARKA;06:00;EN57AKMw1;2;30 I-2 II
12600/1;WARSZAWA GDAŃSKA;04:50;WARKA;06:00;EN57AKMw1;2;29 I,5 II
19304/5;WARSZAWA GDAŃSKA;05:03;GRODZISK MAZOWIECKI;05:43;EN71KM;2;29 I-5 II (D)
12612/3;WARSZAWA GDAŃSKA;05:32;RADOM GŁÓWNY;07:23;EN57ALwKM;2;29 I-5 II (D)
12612/3;WARSZAWA GDAŃSKA;05:32;RADOM GŁÓWNY;07:23;EN57AKMw1;2;3-4 II
19906/7;WARSZAWA GDAŃSKA;05:46;GÓRA KALWARIA;06:56;ER160;2;29 I-5 II (D)
